title,price,info,usage,brand,category,product_type,images,description,url
CERAVE Limpiador Sa Anti-Rugosidades 236ml,66.90,,,CERAVE,Limpieza,Limpiadores y Jabones,"['https://aruma.vtexassets.com/arquivos/ids/199340-800-auto?v=638621173318330000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/199341-800-auto?v=638621173324370000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/199342-800-auto?v=638621173332200000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/199343-800-auto?v=638621173337800000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/199344-800-auto?v=638621173344500000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/199345-800-auto?v=638621173365600000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/199346-800-auto?v=638621173368270000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/199347-800-auto?v=638621173370070000&width=800&height=auto&aspect=true']",,https://www.aruma.pe/cerave-limpiador-sa-anti-rugosidades-236ml/p
ISDIN Hygiene Avena Protective Shower Gel 750 ml,79.90,Gel de baño pH neutro piel sensible con avena coloidal natural,,ISDIN,CUIDADO DE LA PIEL,Limpieza Corporal,['https://aruma.vtexassets.com/arquivos/ids/203322-800-auto?v=638711879671400000&width=800&height=auto&aspect=true'],"El gel de baño ISDIN te brinda Higiene, cuidado y protección de las pieles sensibles tanto para adultos como para niños. La avenancoloidal pura es hidratante, suavizante, emoliente y protectora.",https://www.aruma.pe/gel-de-bano-avena-protector-750-ml-isdin/p
Mascarilla Facial Tony Moly I Am Peach Mask Sheet  30ml,9.90,La mascarilla de durazno proporciona energía revitalizante a la piel cansada y restaura su vitalidad.,"Después de lavar tu rostro aplica la mascarilla y déjela reposar de 10 a 20 minutos. Cuando el tiempo haya culminado, da palmadas suavemente con los dedos anulares hasta que la esencia restante se absorba.",TONY MOLY,Tratamiento,Mascarillas,['https://aruma.vtexassets.com/arquivos/ids/203575-800-auto?v=638736155726470000&width=800&height=auto&aspect=true'],La mascarilla de durazno proporciona energía revitalizante a la piel cansada y restaura su vitalidad.,https://www.aruma.pe/mascarilla-facial-tony-moly-i-am-peach-mask-sheet-30ml/p
Eucerin Exfoliante DermoPure 100ml,80.90,"Exfoliante con Ácido Láctico y micropartículas que reducen los puntos negros e imperfecciones.
 
 Destapa los poros y alisa la textura de la piel.",,EUCERIN,Limpieza,Exfoliantes,"['https://aruma.vtexassets.com/arquivos/ids/188398-800-auto?v=638332349265400000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/188399-800-auto?v=638332349383300000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/188400-800-auto?v=638332349535070000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/188401-800-auto?v=638332349631730000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/188402-800-auto?v=638332349771270000&width=800&height=auto&aspect=true']","Eucerin Dermopure Oil Control Exfoliante con Ácido láctico y libre de aceites. Elimina impurezas sin resecar la piel, apto para el rostro y cuerpo. Libérta de impurezas, reduce los puntos negros, destapa tus poros y mejora la textura de la piel. Luce una piel a simple vista limpia y refinada. 
 
 ▪ Las micropartículas naturales que contiene actúan contra las células muertas de la piel, una de las principales causas de los puntos negros y granitos.
 ▪ Este producto ha sido formulado específicamente para piel grasa y propensa a imperfecciones, la cual no esta bajo medicación.",https://www.aruma.pe/exfoliante-dermopure-100ml-eucerin/p
Gel Limpiador Eucerin Triple Effect Concentrado Dermopure 150ml,80.90,"Gel Limpiador concentrado para piel grasa con triple efecto: anti-imperfecciones, anti-manchas y anti-brillo","""• Utiliza el gel limpiador concentrado como primer paso de tu rutina
 • Aplícalo dos veces al día, por la mañana y por la noche
 • Combina el producto en las manos con agua tibia para crear una suave espuma
 • Aplícalo sobre el rostro o el cuerpo húmedos, evitando el contacto con los ojos
Consejo para la piel: sigue la regla de los 60 segundos para conseguir una piel más limpia. 
 • Aplicar a continuación un producto de cuidado adecuado. Recomendamos Eucerin DermoPure Triple Effect Serum
 • Lavar con abundante agua""",EUCERIN,Limpieza,Limpiadores y Jabones,"['https://aruma.vtexassets.com/arquivos/ids/194499-800-auto?v=638496804299970000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/194501-800-auto?v=638496805449130000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/194502-800-auto?v=638496805717130000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/194503-800-auto?v=638496805824400000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/194504-800-auto?v=638496805916800000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/194505-800-auto?v=638496806016670000&width=800&height=auto&aspect=true']","Eucerin Dermopure Gel limpiador concentrado con Ácido Salicílico al 2% te ayuda a vencer por fin las imperfecciones y sus manchas gracias a 3 factores clave:
1. Anti-Manchas: Complejo exfoliante de Ácidos AHA/BHA/PHA que ayuda a eliminar las células muertas de la piel y reducir las manchas (hiperpigmentación postinflamatoria).
2. Anti-Imperfecciones: 2% de Ácido Salicílico antibacteriano que ayuda a reducir las impurezas y desobstruir los poros.
3. Anti-Brillo: Limpia en profundidad para eliminar el exceso de sebo, suciedad y maquillaje.",https://www.aruma.pe/gel-limpiador-eucerin-triple-effect-concentrado-dermopure-150ml/p
Protector Solar En Barra Tocobo Cotton Soft Sun Stick Spf50 19g,99.90,Es un protector solar en barra que deja la piel suave y sedosa sin pegajosidad ni brillo.,"En la última etapa de la rutina de skincare, aplicar sobre el área de la piel expuesta. Reaplicar de acuerdo con la exposición al sol.",TOCOBO,Protección Solar,Facial,"['https://aruma.vtexassets.com/arquivos/ids/198429-800-auto?v=638615085642530000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/197096-800-auto?v=638709078726900000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/197097-800-auto?v=638709078726900000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/197098-800-auto?v=638709078727070000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/197099-800-auto?v=638709078727070000&width=800&height=auto&aspect=true']","Se adhiere de manera ligera y transparente, incluso con múltiples aplicaciones, y actúa como un primer rellenando las irregularidades de la piel. Contiene extracto de algodón para mantener la piel hidratada y protegida, además de un complejo herbal AC para calmar la piel sensible y tratar problemas cutáneos.",https://www.aruma.pe/protector-solar-en-barra-tocobo-cotton-soft-sun-stick-spf50-19g/p
Tratamiento  Cerave Gel Control Imperfecciones 40ml,83.90,"CeraVe Gel Control Imperfecciones AHA, BHA y Ceramidas esenciales","Aplicar por todo el rostro con un movimiento circular. Usar preferentemente por la noche. Evitar el contorno de los ojos. En caso de utilizarse durante el día: La sensibilidad al sol puede aumentar al utilizar el producto. Recomendamos aplicar mínimo FPS30, durante el día",CERAVE,Necesidad,Antimanchas,"['https://aruma.vtexassets.com/arquivos/ids/201596-800-auto?v=638663263940300000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/199597-800-auto?v=638622930315070000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/199598-800-auto?v=638622930454370000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/199599-800-auto?v=638622930642230000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/199600-800-auto?v=638622930938900000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/199601-800-auto?v=638622931029130000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/199602-800-auto?v=638622931125700000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/199603-800-auto?v=638622931257530000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/199604-800-auto?v=638622931382770000&width=800&height=auto&aspect=true']","Desarrollado con dermatólogos, el Gel CeraVe Control Imperfecciones proporciona un tratamiento ligero e hidratante para todo el rostro que elimina las manchas y ayuda a prevenir nuevos brotes, a la vez que minimiza el aspecto de los poros sin resecar la piel. Formulado con 3 ceramidas esenciales para ayudar a mantener la barrera natural de la piel y con niacinamida para ayudar a calmar la piel. Recomendado para su uso una vez al día por la noche, esta fórmula con una poderosa mezcla de AHA y BHA no contiene aceite ni alcohol secante, dejando la piel con un aspecto más radiante, suave y notablemente más claro después de 3 días.",https://www.aruma.pe/tratamiento-cerave-gel-control-imperfecciones-40ml/p
Tratamiento de Uñas Stop 10 ml Mavala,69.90,Tratamiento de uñas para no morderlas.,,MAVALA,Uñas,Tratamiento de uñas,['https://aruma.vtexassets.com/arquivos/ids/166031-800-auto?v=637402988173230000&width=800&height=auto&aspect=true'],"El tratamiento de Uñas Mavala Stop acaba con la compulsión de chuparse el dedo o de comerse las uñas que algunas personas tienen. Es una herramienta útil para niños y adultos que no pueden controlar esta costumbre. Se trata de un esmalte transparente que deja un sabor amargo y duradero. Frena instintivamente el deseo de dañarse las uñas o de succionar los dedos, lo cual puede causar deterioro de los dientes y encías, mordida alterada, entre otros problemas.",https://www.aruma.pe/tratamiento-de-unas-stop-10-ml-mavala/p
Bloqueador Photoderm Max Aqua Fluide Teinte Doreé SPF50 Protección Solar 40ml Bioderma,113.00,Bloqueador líquido con textura suave y con color dorado.,"– Varias veces / día.


– Durante el periodo de exposición solar. Aplique la crema solar antes de la exposición de forma uniforme y generosa (una cantidad pequeña de producto reduce el nivel de protección solar).


– Repita la aplicación con frecuencia antes y después de cada baño, secado o actividad deportiva.",BIODERMA,CUIDADO DE LA PIEL,Dermocosmética,"['https://aruma.vtexassets.com/arquivos/ids/191888-800-auto?v=638428447538300000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/191889-800-auto?v=638428447706030000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/191890-800-auto?v=638428447873400000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/191891-800-auto?v=638428448050470000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/191892-800-auto?v=638428448173530000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/191893-800-auto?v=638428448273130000&width=800&height=auto&aspect=true']","Este bloqueador SPF50 con color garantiza una protección óptima frente a los rayos UVA y UVB. Este producto activa las defensas naturales de la piel, te protege de los riesgos de daños celulares y lucha contra el envejecimiento cutáneo. Gracias a su textura ligera como el agua, brinda un toque seco, una rápida absorción y sin efecto graso. Recomendado para todo tipo de piel.",https://www.aruma.pe/bloqueador-photoderm-max-aqua-fluide-teinte-doree-spf50-proteccion-solar-40ml-bioderma/p
Tratamiento de Pestañas Double Lash 10 Ml Mavala,89.90,"Tratamiento nutritivo que alarga, protege, fortalece y estimula el crecimiento más rápido de las pestañas.",,MAVALA,Uñas,CUIDADO DE LA PIEL,['https://aruma.vtexassets.com/arquivos/ids/161471-800-auto?v=637400634887600000&width=800&height=auto&aspect=true'],"Basado en extractos naturales, rico en vitaminas y proteínas que estimulan el crecimiento de pestañas, este tratamiento las fortalecen y previenen su caída. Así pues, trabaja durante la noche para unir inmediatamente la división de las pestañas y restaurar su espesor. Laboratorios MAVALA ha realizado una serie de pruebas clínicas y oftalmológicas para asegurar que cumple sus promesas.",https://www.aruma.pe/tratamiento-de-pestanas-double-lash-10-ml-mavala/p
Gel de Agua Eau Thermale 40ml Uriage,89.90,,,URIAGE,CUIDADO DE LA PIEL,Hidratación,"['https://aruma.vtexassets.com/arquivos/ids/178778-800-auto?v=637939315821770000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/178779-800-auto?v=637939316068230000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/178780-800-auto?v=637939316301830000&width=800&height=auto&aspect=true']","Este gel ultra-fresco se funde perfectamente al contacto con la piel, infundiéndole su exclusivo complejo hidratante. Intensamente hidratada, la piel revela su resplandor. La tez se ve fresca y la textura de la piel se afina.",https://www.aruma.pe/gel-de-agua-eau-thermale-40ml-uriage/p
Parches De Ojos Essence So Mesmerizing Hydrogel Eye Patches 01,12.90,Las almohadillas para ojos So Mesmerizing en el número 01 See Life Through Mermaid Eyes de essence proporcionan un efecto óptico de despertar de los ojos.,,ESSENCE,Hidratación,,"['https://aruma.vtexassets.com/arquivos/ids/202908-800-auto?v=638697065295600000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/202909-800-auto?v=638697065297630000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/202910-800-auto?v=638697065300300000&width=800&height=auto&aspect=true']",La formulación de los parches para los ojos contiene ácido hialurónico y vitamina C e hidrata la piel. Las almohadillas también tienen un aspecto especialmente original con su diseño de aleta de sirena.,https://www.aruma.pe/parches-de-ojos-essence-so-mesmerizing-hydrogel-eye-patches-01/p
Serum Facial NIVEA Luminous630 Tratamiento Avanzado Anti-edad 30ml,110.00,"Reduce las manchas causadas por la edad, y previene su reaparición.","Aplicar diariamente sobre el rostro limpio, por la mañana y por la noche. Extender el SERUM FACIAL por toda la cara. Complementar por la mañana con LUMINOUS630® FLUIDO ANTI -MANCHAS Facial de Día FPS 50 para ayudar a evitar la reaparición de manchas.",NIVEA,Tratamiento,Serums y ampollas,['https://aruma.vtexassets.com/arquivos/ids/186476-800-auto?v=638283147256370000&width=800&height=auto&aspect=true'],"El éxito de este serum se debe al innovador ingrediente patentado por Nivea: LUMINOUS630®, que gracias a 10 años de investigación y el análisis de 50.000 moléculas se pudo encontrar. Esta molécula altamente eficaz actúa a nivel celular en la regulación de la melanina. Su fórmula ligera de rápida absorción combina el LUMINOUS630® con Booster de colágeno.
RESULTADOS PROBADOS:
1. Resultados visibles en 2 semanas*

*Resultados visibles: disminución de intensidad de las manchas, piel más radiante y luminosa siguiendo instrucciones de uso.",https://www.aruma.pe/serum-facial-nivea-luminous630-tratamiento-avanzado-anti-edad-30ml/p
Crema Facial Noche NIVEA Q10 Anti-arrugas Reafirmante - Frasco 50ml,72.90,Restaura la piel durante la noche y contribuye a su regeneración. Resultados Piel más lisa y con aspecto más joven,Usar cada noche después de limpiar y tonificar tu piel con productos NIVEA®. Aplicar en el rostro y cuello a través de un suave masaje con golpecitos circulares ascendentes.,NIVEA,Necesidad,Hidratación,['https://aruma.vtexassets.com/arquivos/ids/186689-800-auto?v=638289226081830000&width=800&height=auto&aspect=true'],"La nueva fórmula de la Crema Facial Antiarrugas Noche NIVEA Q10 Reafirmante contiene ahora coenzima Q10 100% IDÉNTICA a la de tu piel y Creatina. Resultado de un proceso de fermentación de levadura natural, esta cualidad pura y natural de la Q10 trabaja en perfecta armonía con tu piel le aporta energía y la protege luchando de manera natural contra el envejecimiento. Combate eficazmente las arrugas y líneas de expresión tras cuatro semanas y deja la piel visiblemente más firme en solo dos semanas. Su fórmula de cuidado intensivo regenera la piel durante la noche, cuando esta es más receptiva.",https://www.aruma.pe/crema-facial-de-noche-antiedad-50-ml-nivea/p
Hidratante Facial Ojos NEUTROGENA Hydro Boost 15 g,53.90,Próximo a vencer,,NEUTROGENA,Hidratación,Contorno de ojos,['https://aruma.vtexassets.com/arquivos/ids/203829-800-auto?v=638762699524770000&width=800&height=auto&aspect=true'],"Gel Hidratante para ojos NEUTROGENA  HYDRO BOOST mantiene la piel delicada de la zona alrededor de los ojos, tersa e hidratada todos los días con la fórmula exclusiva de Gel-Crema a base de agua.",https://www.aruma.pe/neutrogena-1028192/p
Eucerin Oil Control FPS50+ Protector Solar Facial 50ml,132.00,,,EUCERIN,Protección Solar,Facial,"['https://aruma.vtexassets.com/arquivos/ids/174073-800-auto?v=637822830317900000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/173917-800-auto?v=637811675795200000&width=800&height=auto&aspect=true']","Eucerin Sun Oil Control Toque Seco Facial FPS50+ es un protector solar para el rostro con piel grasa y con imperfecciones, para uso diario. Con una exclusiva fórmula que combina filtros UVA/UVB, que protegen la piel de la radiación UV, con la Licochalcona A para neutralizar los radicales libres inducidos por los rayos UV y la luz visible de alta energía. 
 
 ▪ Enriquecido con Ácido glicirretínico, el cual ayuda a fortalecer el mecanismo de reparación del ADN propio de la piel. 
 ▪ Con L-Carnitina y micropartículas absorbentes que ayudan a regular la producción de sebo logrando un acabado mate inmediato y un efecto antibrillo hasta por 8 horas.",https://www.aruma.pe/sun-oil-control-dry-touch-face-fps50-50-ml-eucerin/p
Pack Agua Micelar Limpiadora 400ml + Serum Just Vitamina C 30ml Revox,48.80,Incluye: Serum Revox Just Vitamin C 30ml + Agua Micelar Calmante Revox Water Soothing 400ml,,REVOX,Limpieza,Necesidad,['https://aruma.vtexassets.com/arquivos/ids/172713-800-auto?v=637739087969600000&width=800&height=auto&aspect=true'],"Serum Revox Just Vitamina C 30ml: Está enriquecido con Extracto de Aloe Vera y Extracto de Té Verde para potenciar sus propiedades antioxidantes. Ambos extractos tienen efectos calmantes y nutritivos.Está indicado para la pigmentación, el tono desigual de la piel y los signos del envejecimiento.Sin parabenos, cit & mit, parafina y aceite mineral. Agua Micelar Calmante Revox Water Soothing 400ml",https://www.aruma.pe/pack-agua-micelar-limpiadora-400ml-serum-just-vitamin-c-30ml-revox/p
Bálsamo Reparador Cicaplast Balm B5 La Roche Posay 40 ml,62.90,"CICAPLAST Baume B5 es un bálsamo multi-uso que calma y protege la piel irritada, para toda la familia: bebés, niños y adultos.",,LA ROCHE POSAY,CUIDADO DE LA PIEL,Dermocosmética,"['https://aruma.vtexassets.com/arquivos/ids/182272-800-auto?v=638126062430730000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/182273-800-auto?v=638126062515500000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/182274-800-auto?v=638126062643800000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/182275-800-auto?v=638126062729930000&width=800&height=auto&aspect=true']","Bálsamo multi-reparador favorece la recuperación de la piel sensible tras irritaciones y alteraciones epidérmicas gracias a su fórmula con tribioma, vitamina b5 y madecassoside. Con una textura altamente cosmética. Apto para toda la familia: bebés, niños y adultos.",https://www.aruma.pe/balsamo-reparador-cicaplast-balm-b5-la-roche-posay-40-ml/p
